Item no.,Time,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6
1530,27/12/2020 14:30:52,905,875,818,800,798,773
1531,27/12/2020 14:30:52,904,876,818,800,797,770
1532,27/12/2020 14:30:53,901,877,820,798,796,772
1533,27/12/2020 14:30:53,901,878,819,800,795,770
1534,27/12/2020 14:30:53,901,880,819,802,797,769
1535,27/12/2020 14:30:53,899,882,816,802,797,769
1536,27/12/2020 14:30:53,900,882,816,804,798,769
1537,27/12/2020 14:30:53,902,883,814,804,799,769
1538,27/12/2020 14:30:53,903,885,816,802,798,772
1539,27/12/2020 14:30:54,903,886,814,801,800,774
1540,27/12/2020 14:30:54,905,885,816,801,797,774
1541,27/12/2020 14:30:54,905,885,815,800,798,775
1542,27/12/2020 14:30:54,906,883,815,801,798,774
1543,27/12/2020 14:30:54,905,882,814,799,799,771
1544,27/12/2020 14:30:54,906,882,815,797,798,769
1545,27/12/2020 14:30:54,907,882,815,798,798,772
1546,27/12/2020 14:30:55,907,881,816,796,795,769
1547,27/12/2020 14:30:55,907,883,817,795,796,770
1548,27/12/2020 14:30:55,907,883,818,798,796,770
1549,27/12/2020 14:30:55,906,883,819,801,797,768
1550,27/12/2020 14:30:55,906,884,819,800,800,769
1551,27/12/2020 14:30:55,903,884,818,802,801,770
1552,27/12/2020 14:30:55,903,884,818,805,802,771
1553,27/12/2020 14:30:56,902,883,816,803,802,770
1554,27/12/2020 14:30:56,903,882,813,804,801,773
1555,27/12/2020 14:30:56,896,872,806,798,793,765
1556,27/12/2020 14:30:56,887,861,797,789,784,757
1557,27/12/2020 14:30:56,878,850,787,776,775,747
1558,27/12/2020 14:30:56,871,839,775,765,765,738
1559,27/12/2020 14:30:56,862,828,767,753,756,728
1560,27/12/2020 14:30:57,858,827,762,748,751,724
1561,27/12/2020 14:30:57,856,826,760,748,748,723
1562,27/12/2020 14:30:57,853,825,758,748,745,721
1563,27/12/2020 14:30:57,850,823,757,750,744,719
1564,27/12/2020 14:30:57,848,822,754,749,742,714
1565,27/12/2020 14:30:57,847,819,752,749,743,714
1566,27/12/2020 14:30:57,847,816,748,749,741,711
1567,27/12/2020 14:30:58,848,815,746,748,741,710
1568,27/12/2020 14:30:58,846,813,745,749,739,709
1569,27/12/2020 14:30:58,844,810,744,750,737,708
1570,27/12/2020 14:30:58,843,808,743,748,735,706
1571,27/12/2020 14:30:58,840,807,745,745,734,706
1572,27/12/2020 14:30:58,838,805,745,743,733,703
1573,27/12/2020 14:30:58,838,804,744,740,731,703
1574,27/12/2020 14:30:58,837,806,742,739,731,703
1575,27/12/2020 14:30:59,836,804,741,740,731,702
1576,27/12/2020 14:30:59,835,804,740,740,731,701
1577,27/12/2020 14:30:59,835,804,739,740,730,700
1578,27/12/2020 14:30:59,833,804,739,740,731,697
1579,27/12/2020 14:30:59,835,802,741,738,734,698
1580,27/12/2020 14:30:59,836,802,741,740,734,699
1581,27/12/2020 14:30:59,838,802,740,739,734,698
1582,27/12/2020 14:31:00,839,802,742,739,734,698
1583,27/12/2020 14:31:00,840,804,744,740,733,701
1584,27/12/2020 14:31:00,840,804,742,743,731,699
1585,27/12/2020 14:31:00,839,805,743,742,730,698
1586,27/12/2020 14:31:00,839,805,743,741,732,698
1587,27/12/2020 14:31:00,838,806,741,741,731,697
1588,27/12/2020 14:31:00,836,804,739,739,732,697
1589,27/12/2020 14:31:01,836,803,740,737,733,697
1590,27/12/2020 14:31:01,834,804,739,736,733,698
1591,27/12/2020 14:31:01,832,804,739,739,732,698
1592,27/12/2020 14:31:01,831,804,740,738,732,699
1593,27/12/2020 14:31:01,831,807,741,742,729,698
1594,27/12/2020 14:31:01,832,809,742,740,728,698
1595,27/12/2020 14:31:01,834,808,741,741,726,697
1596,27/12/2020 14:31:02,836,809,742,741,727,698
1597,27/12/2020 14:31:02,835,808,741,741,727,697
1598,27/12/2020 14:31:02,835,805,741,738,729,698
1599,27/12/2020 14:31:02,833,805,741,740,728,699
1600,27/12/2020 14:31:02,833,805,741,739,730,700
1601,27/12/2020 14:31:02,833,805,741,737,730,699
1602,27/12/2020 14:31:02,833,804,741,738,731,700
1603,27/12/2020 14:31:03,835,806,740,739,731,701
1604,27/12/2020 14:31:03,835,807,740,740,731,700
1605,27/12/2020 14:31:03,837,808,740,740,729,698
1606,27/12/2020 14:31:03,835,807,738,739,729,698
1607,27/12/2020 14:31:03,835,809,739,740,729,697
1608,27/12/2020 14:31:03,834,808,740,741,728,696
1609,27/12/2020 14:31:03,834,806,741,740,728,697
1610,27/12/2020 14:31:04,832,803,741,739,729,698
1611,27/12/2020 14:31:04,833,804,741,740,729,697
1612,27/12/2020 14:31:04,834,803,740,740,727,698
1613,27/12/2020 14:31:04,835,805,739,737,728,699
1614,27/12/2020 14:31:04,835,808,737,737,729,697
1615,27/12/2020 14:31:04,837,810,738,737,729,696
1616,27/12/2020 14:31:04,837,810,738,738,728,696
1617,27/12/2020 14:31:04,837,811,738,738,728,696
1618,27/12/2020 14:31:05,837,808,740,741,726,695
1619,27/12/2020 14:31:05,837,806,742,740,727,697
1620,27/12/2020 14:31:05,838,806,742,741,725,696
1621,27/12/2020 14:31:05,839,804,743,741,726,696
1622,27/12/2020 14:31:05,838,805,743,739,727,696
1623,27/12/2020 14:31:05,839,804,743,737,728,696
1624,27/12/2020 14:31:05,839,805,742,739,726,697
1625,27/12/2020 14:31:06,838,803,741,740,727,697
1626,27/12/2020 14:31:06,837,804,742,740,728,697
1627,27/12/2020 14:31:06,838,805,743,741,728,696
1628,27/12/2020 14:31:06,836,804,743,741,727,696
1629,27/12/2020 14:31:06,836,804,741,739,727,695
1630,27/12/2020 14:31:06,835,806,740,738,729,696
1631,27/12/2020 14:31:06,836,806,739,737,729,697
1632,27/12/2020 14:31:07,835,804,737,738,727,698
1633,27/12/2020 14:31:07,834,805,738,739,729,698
1634,27/12/2020 14:31:07,834,804,738,741,730,696
1635,27/12/2020 14:31:07,834,801,740,741,729,696
1636,27/12/2020 14:31:07,834,801,741,740,729,696
1637,27/12/2020 14:31:07,835,803,741,738,732,694
1638,27/12/2020 14:31:07,836,804,741,738,731,695
1639,27/12/2020 14:31:08,836,805,742,738,730,695
1640,27/12/2020 14:31:08,836,807,741,737,730,694
1641,27/12/2020 14:31:08,836,807,740,740,729,694
1642,27/12/2020 14:31:08,835,805,740,740,728,693
1643,27/12/2020 14:31:08,836,805,740,739,730,693
1644,27/12/2020 14:31:08,837,803,739,737,731,695
1645,27/12/2020 14:31:08,837,804,741,738,731,696
1646,27/12/2020 14:31:09,838,805,742,736,732,696
1647,27/12/2020 14:31:09,839,805,741,738,732,698
1648,27/12/2020 14:31:09,838,805,741,739,733,700
1649,27/12/2020 14:31:09,839,804,742,740,732,699
1650,27/12/2020 14:31:09,838,804,741,741,731,698
1651,27/12/2020 14:31:09,836,804,740,741,732,700
1652,27/12/2020 14:31:09,835,805,741,740,732,697
1653,27/12/2020 14:31:10,836,806,739,738,730,697
1654,27/12/2020 14:31:10,836,808,739,738,731,697
1655,27/12/2020 14:31:10,836,807,740,739,731,696
1656,27/12/2020 14:31:10,839,805,740,740,730,696
1657,27/12/2020 14:31:10,839,806,740,737,729,697
1658,27/12/2020 14:31:10,837,805,742,739,729,694
1659,27/12/2020 14:31:10,835,805,743,740,727,695
1660,27/12/2020 14:31:11,835,805,743,737,726,697
1661,27/12/2020 14:31:11,834,808,744,738,724,695
1662,27/12/2020 14:31:11,833,806,745,741,724,695
1663,27/12/2020 14:31:11,835,805,744,741,725,696
1664,27/12/2020 14:31:11,838,804,743,741,728,696
1665,27/12/2020 14:31:11,837,804,743,741,729,694
1666,27/12/2020 14:31:11,837,803,742,741,730,696
1667,27/12/2020 14:31:11,837,805,741,740,731,696
1668,27/12/2020 14:31:12,837,802,741,740,730,697
1669,27/12/2020 14:31:12,835,803,741,738,727,697
1670,27/12/2020 14:31:12,836,804,743,738,727,696
1671,27/12/2020 14:31:12,833,804,743,735,727,695
1672,27/12/2020 14:31:12,835,805,742,738,727,695
1673,27/12/2020 14:31:12,836,805,744,736,727,695
1674,27/12/2020 14:31:12,836,805,744,737,726,695
1675,27/12/2020 14:31:13,834,806,743,737,728,696
1676,27/12/2020 14:31:13,836,803,743,739,727,698
1677,27/12/2020 14:31:13,834,801,742,738,729,697
1678,27/12/2020 14:31:13,833,804,742,736,730,698
1679,27/12/2020 14:31:13,833,804,741,737,732,698
1680,27/12/2020 14:31:13,835,803,741,739,733,698
1681,27/12/2020 14:31:13,835,805,740,741,734,697
1682,27/12/2020 14:31:14,836,805,742,740,734,698
1683,27/12/2020 14:31:14,836,806,742,741,734,699
1684,27/12/2020 14:31:14,836,805,742,741,733,699
1685,27/12/2020 14:31:14,835,806,743,738,732,699
1686,27/12/2020 14:31:14,836,805,743,737,730,699
1687,27/12/2020 14:31:14,834,805,743,739,730,698
1688,27/12/2020 14:31:14,833,805,742,738,729,697
1689,27/12/2020 14:31:15,833,804,741,736,729,697
1690,27/12/2020 14:31:15,834,804,740,739,727,697
1691,27/12/2020 14:31:15,834,804,739,737,727,698
1692,27/12/2020 14:31:15,833,803,736,738,723,699
1693,27/12/2020 14:31:15,832,802,738,738,723,700
1694,27/12/2020 14:31:15,832,803,737,738,723,699
1695,27/12/2020 14:31:15,832,804,739,738,725,698
1696,27/12/2020 14:31:16,832,803,739,739,725,698
1697,27/12/2020 14:31:16,832,805,740,738,727,697
1698,27/12/2020 14:31:16,833,806,739,740,727,698
1699,27/12/2020 14:31:16,835,807,742,742,728,698
1700,27/12/2020 14:31:16,840,813,746,744,733,702
1701,27/12/2020 14:31:16,848,823,756,749,741,710
1702,27/12/2020 14:31:16,859,832,766,757,749,719
1703,27/12/2020 14:31:17,870,847,780,767,758,727
1704,27/12/2020 14:31:17,882,862,794,776,766,739
1705,27/12/2020 14:31:17,889,873,805,783,773,746
1706,27/12/2020 14:31:17,896,881,814,788,777,750
1707,27/12/2020 14:31:17,901,887,820,791,781,754
1708,27/12/2020 14:31:17,905,890,825,792,786,757
1709,27/12/2020 14:31:17,905,891,828,793,788,759
1710,27/12/2020 14:31:18,908,891,829,794,789,760
1711,27/12/2020 14:31:18,908,893,830,796,792,761
1712,27/12/2020 14:31:18,908,894,834,798,794,762
1713,27/12/2020 14:31:18,909,897,835,798,794,763
1714,27/12/2020 14:31:18,911,900,835,798,794,762
1715,27/12/2020 14:31:18,912,902,837,800,796,763
1716,27/12/2020 14:31:18,913,902,838,800,794,764
1717,27/12/2020 14:31:18,916,902,840,801,792,766
1718,27/12/2020 14:31:19,918,899,842,802,790,766
1719,27/12/2020 14:31:19,919,901,844,804,791,768
1720,27/12/2020 14:31:19,918,902,845,803,791,769
1721,27/12/2020 14:31:19,920,901,845,802,792,768
1722,27/12/2020 14:31:19,922,905,846,801,796,767
1723,27/12/2020 14:31:19,922,909,843,801,796,767
1724,27/12/2020 14:31:19,919,908,844,802,798,768
1725,27/12/2020 14:31:20,920,907,845,801,797,768
1726,27/12/2020 14:31:20,919,907,847,803,797,768
1727,27/12/2020 14:31:20,917,907,847,803,796,768
1728,27/12/2020 14:31:20,917,907,848,804,796,770
1729,27/12/2020 14:31:20,920,907,846,803,795,768
1730,27/12/2020 14:31:20,922,907,845,803,796,769
1731,27/12/2020 14:31:20,924,909,845,802,796,770
1732,27/12/2020 14:31:21,924,907,844,803,797,770
1733,27/12/2020 14:31:21,923,907,845,801,798,769
1734,27/12/2020 14:31:21,922,906,845,800,800,769
1735,27/12/2020 14:31:21,924,905,846,802,798,769
1736,27/12/2020 14:31:21,925,908,847,803,799,768
1737,27/12/2020 14:31:21,925,909,850,801,799,767
1738,27/12/2020 14:31:21,927,907,851,802,800,768
1739,27/12/2020 14:31:22,927,908,852,805,799,770
1740,27/12/2020 14:31:22,927,911,852,804,802,769
1741,27/12/2020 14:31:22,925,910,851,804,804,769
1742,27/12/2020 14:31:22,927,912,849,806,802,771
1743,27/12/2020 14:31:22,926,913,848,807,798,771
1744,27/12/2020 14:31:22,927,913,846,807,797,771
1745,27/12/2020 14:31:22,923,913,849,805,794,772
1746,27/12/2020 14:31:23,924,914,849,802,792,773
1747,27/12/2020 14:31:23,924,913,850,804,794,773
1748,27/12/2020 14:31:23,923,915,852,804,799,773
1749,27/12/2020 14:31:23,922,913,854,803,801,773
1750,27/12/2020 14:31:23,921,913,853,806,802,774
1751,27/12/2020 14:31:23,923,913,852,809,804,773
1752,27/12/2020 14:31:23,922,913,853,809,804,773
1753,27/12/2020 14:31:24,923,914,852,808,802,773
1754,27/12/2020 14:31:24,926,914,851,809,801,772
1755,27/12/2020 14:31:24,927,913,853,807,801,772
1756,27/12/2020 14:31:24,925,916,854,807,802,772
1757,27/12/2020 14:31:24,926,915,853,808,802,772
1758,27/12/2020 14:31:24,926,917,855,806,803,770
1759,27/12/2020 14:31:24,926,919,856,808,804,772
1760,27/12/2020 14:31:25,927,921,852,809,804,772
1761,27/12/2020 14:31:25,928,918,853,808,805,772
1762,27/12/2020 14:31:25,929,919,853,806,804,772
1763,27/12/2020 14:31:25,929,916,853,810,803,773
1764,27/12/2020 14:31:25,929,916,853,809,802,771
1765,27/12/2020 14:31:25,929,916,856,808,803,769
1766,27/12/2020 14:31:25,931,918,856,810,800,770
1767,27/12/2020 14:31:26,931,918,856,811,800,769
1768,27/12/2020 14:31:26,931,921,855,809,802,768
1769,27/12/2020 14:31:26,930,923,856,808,802,769
1770,27/12/2020 14:31:26,931,922,855,807,799,768
1771,27/12/2020 14:31:26,928,919,856,806,800,769
1772,27/12/2020 14:31:26,927,920,857,804,800,770
1773,27/12/2020 14:31:26,927,920,858,804,798,771
1774,27/12/2020 14:31:26,927,917,858,807,797,771
1775,27/12/2020 14:31:27,926,918,859,807,800,773
1776,27/12/2020 14:31:27,927,920,858,807,801,772
1777,27/12/2020 14:31:27,930,920,857,807,802,773
1778,27/12/2020 14:31:27,931,917,860,806,803,773
1779,27/12/2020 14:31:27,933,919,859,805,806,774
1780,27/12/2020 14:31:27,934,918,860,802,806,774
1781,27/12/2020 14:31:27,936,916,860,803,806,775
1782,27/12/2020 14:31:28,933,917,859,805,806,775
1783,27/12/2020 14:31:28,933,916,856,805,806,775
1784,27/12/2020 14:31:28,934,915,855,807,803,774
1785,27/12/2020 14:31:28,934,916,854,811,804,774
1786,27/12/2020 14:31:28,934,917,852,811,805,775
1787,27/12/2020 14:31:28,938,916,852,809,804,775
1788,27/12/2020 14:31:28,937,919,854,809,804,775
1789,27/12/2020 14:31:29,936,922,854,805,805,776
1790,27/12/2020 14:31:29,937,921,855,805,805,774
1791,27/12/2020 14:31:29,937,921,858,802,805,774
1792,27/12/2020 14:31:29,934,923,858,801,806,771
1793,27/12/2020 14:31:29,932,921,858,802,806,772
1794,27/12/2020 14:31:29,932,918,860,804,807,771
1795,27/12/2020 14:31:29,931,920,860,805,806,773
1796,27/12/2020 14:31:30,930,922,859,805,805,772
1797,27/12/2020 14:31:30,930,920,861,808,805,772
1798,27/12/2020 14:31:30,930,921,860,808,803,773
1799,27/12/2020 14:31:30,930,920,858,809,801,775
1800,27/12/2020 14:31:30,930,921,857,807,800,774
1801,27/12/2020 14:31:30,929,919,857,810,801,777
1802,27/12/2020 14:31:30,929,920,857,810,800,777
1803,27/12/2020 14:31:31,930,920,856,808,801,776
1804,27/12/2020 14:31:31,931,921,858,807,802,775
1805,27/12/2020 14:31:31,931,921,859,810,804,777
1806,27/12/2020 14:31:31,934,923,860,807,804,775
1807,27/12/2020 14:31:31,935,921,858,806,805,775
1808,27/12/2020 14:31:31,936,922,861,807,805,774
1809,27/12/2020 14:31:31,936,921,862,808,805,773
1810,27/12/2020 14:31:32,935,919,864,805,806,772
1811,27/12/2020 14:31:32,933,919,863,805,806,774
1812,27/12/2020 14:31:32,932,922,863,807,804,774
1813,27/12/2020 14:31:32,933,921,862,807,803,775
1814,27/12/2020 14:31:32,933,924,860,808,803,775
1815,27/12/2020 14:31:32,932,921,859,806,803,774
1816,27/12/2020 14:31:32,932,922,860,808,803,775
1817,27/12/2020 14:31:33,933,921,862,808,804,774
1818,27/12/2020 14:31:33,931,922,861,808,805,775
1819,27/12/2020 14:31:33,930,919,859,806,804,777
1820,27/12/2020 14:31:33,932,923,856,807,805,777
1821,27/12/2020 14:31:33,931,921,857,805,804,775
1822,27/12/2020 14:31:33,928,918,857,804,803,775
1823,27/12/2020 14:31:33,931,917,858,803,803,775
1824,27/12/2020 14:31:33,932,918,859,806,805,772
1825,27/12/2020 14:31:34,931,919,859,806,804,775
1826,27/12/2020 14:31:34,931,919,858,806,804,774
1827,27/12/2020 14:31:34,932,920,859,809,804,773
1828,27/12/2020 14:31:34,931,923,859,809,803,773
1829,27/12/2020 14:31:34,930,925,859,807,803,775
1830,27/12/2020 14:31:34,931,923,861,809,802,772
1831,27/12/2020 14:31:34,931,924,859,810,803,773
1832,27/12/2020 14:31:35,933,925,858,807,804,773
1833,27/12/2020 14:31:35,932,925,856,808,805,773
1834,27/12/2020 14:31:35,934,925,856,808,803,772
1835,27/12/2020 14:31:35,934,926,856,807,803,773
1836,27/12/2020 14:31:35,936,928,858,808,804,773
1837,27/12/2020 14:31:35,937,927,858,808,804,775
1838,27/12/2020 14:31:35,938,927,861,806,804,775
1839,27/12/2020 14:31:36,936,927,863,809,805,776
1840,27/12/2020 14:31:36,936,927,863,810,806,777
1841,27/12/2020 14:31:36,934,927,863,811,805,778
1842,27/12/2020 14:31:36,934,928,862,813,808,778
1843,27/12/2020 14:31:36,936,927,860,815,808,776
1844,27/12/2020 14:31:36,936,928,859,813,809,773
1845,27/12/2020 14:31:36,937,926,859,811,808,773
1846,27/12/2020 14:31:37,937,925,862,809,808,772
1847,27/12/2020 14:31:37,936,923,864,808,806,773
1848,27/12/2020 14:31:37,935,921,862,808,806,776
1849,27/12/2020 14:31:37,933,920,864,810,803,778
1850,27/12/2020 14:31:37,933,921,863,810,805,777
1851,27/12/2020 14:31:37,933,920,859,809,805,777
1852,27/12/2020 14:31:37,931,922,860,807,805,775
1853,27/12/2020 14:31:38,933,926,861,808,805,774
1854,27/12/2020 14:31:38,934,926,859,808,806,774
1855,27/12/2020 14:31:38,933,927,860,809,805,774
1856,27/12/2020 14:31:38,934,928,864,808,807,775
1857,27/12/2020 14:31:38,935,928,863,811,806,775
1858,27/12/2020 14:31:38,934,928,865,808,807,776
1859,27/12/2020 14:31:38,934,927,867,807,807,776
1860,27/12/2020 14:31:39,935,925,866,807,808,777
1861,27/12/2020 14:31:39,935,924,865,807,807,775
1862,27/12/2020 14:31:39,936,924,866,805,806,774
1863,27/12/2020 14:31:39,936,923,866,807,805,772
1864,27/12/2020 14:31:39,936,926,864,808,805,772
